"epoch","Test all epochs - train_acc","Test all epochs - train_acc__MIN","Test all epochs - train_acc__MAX","Test all epochs - _step","Test all epochs - _step__MIN","Test all epochs - _step__MAX","Test all epochs - test_acc","Test all epochs - test_acc__MIN","Test all epochs - test_acc__MAX","All epochs with augmentation - train_acc","All epochs with augmentation - train_acc__MIN","All epochs with augmentation - train_acc__MAX","All epochs with augmentation - _step","All epochs with augmentation - _step__MIN","All epochs with augmentation - _step__MAX","All epochs with augmentation - test_acc","All epochs with augmentation - test_acc__MIN","All epochs with augmentation - test_acc__MAX"
"436","0.8299999833106995","0.8299999833106995","0.8299999833106995","872.5","872","873","0.47159090638160706","0.47159090638160706","0.47159090638160706","0.42250001430511475","0.42250001430511475","0.42250001430511475","872.5","872","873","0.40996503829956055","0.40996503829956055","0.40996503829956055"
"437","0.8324999809265137","0.8324999809265137","0.8324999809265137","874.5","874","875","0.4755244851112366","0.4755244851112366","0.4755244851112366","0.3425000011920929","0.3425000011920929","0.3425000011920929","874.5","874","875","0.4073426425457001","0.4073426425457001","0.4073426425457001"
"438","0.8299999833106995","0.8299999833106995","0.8299999833106995","876.5","876","877","0.4737762212753296","0.4737762212753296","0.4737762212753296","0.41499999165534973","0.41499999165534973","0.41499999165534973","876.5","876","877","0.41477271914482117","0.41477271914482117","0.41477271914482117"
"439","0.8575000166893005","0.8575000166893005","0.8575000166893005","878.5","878","879","0.47727271914482117","0.47727271914482117","0.47727271914482117","0.3824999928474426","0.3824999928474426","0.3824999928474426","878.5","878","879","0.41739511489868164","0.41739511489868164","0.41739511489868164"
"440","0.8399999737739563","0.8399999737739563","0.8399999737739563","880.5","880","881","0.47246503829956055","0.47246503829956055","0.47246503829956055","0.3725000023841858","0.3725000023841858","0.3725000023841858","880.5","880","881","0.4143356680870056","0.4143356680870056","0.4143356680870056"
"441","0.8374999761581421","0.8374999761581421","0.8374999761581421","882.5","882","883","0.47421327233314514","0.47421327233314514","0.47421327233314514","0.3425000011920929","0.3425000011920929","0.3425000011920929","882.5","882","883","0.4160839021205902","0.4160839021205902","0.4160839021205902"
"442","0.8424999713897705","0.8424999713897705","0.8424999713897705","884.5","884","885","0.4729020893573761","0.4729020893573761","0.4729020893573761","0.35749998688697815","0.35749998688697815","0.35749998688697815","884.5","884","885","0.4252622425556183","0.4252622425556183","0.4252622425556183"
"443","0.8399999737739563","0.8399999737739563","0.8399999737739563","886.5","886","887","0.47246503829956055","0.47246503829956055","0.47246503829956055","0.38749998807907104","0.38749998807907104","0.38749998807907104","886.5","886","887","0.41826921701431274","0.41826921701431274","0.41826921701431274"
"444","0.8399999737739563","0.8399999737739563","0.8399999737739563","888.5","888","889","0.4729020893573761","0.4729020893573761","0.4729020893573761","0.35499998927116394","0.35499998927116394","0.35499998927116394","888.5","888","889","0.4134615361690521","0.4134615361690521","0.4134615361690521"
"445","0.8525000214576721","0.8525000214576721","0.8525000214576721","890.5","890","891","0.4755244851112366","0.4755244851112366","0.4755244851112366","0.38749998807907104","0.38749998807907104","0.38749998807907104","890.5","890","891","0.4217657446861267","0.4217657446861267","0.4217657446861267"
"446","0.8374999761581421","0.8374999761581421","0.8374999761581421","892.5","892","893","0.4777098000049591","0.4777098000049591","0.4777098000049591","0.35749998688697815","0.35749998688697815","0.35749998688697815","892.5","892","893","0.4204545319080353","0.4204545319080353","0.4204545319080353"
"447","0.8550000190734863","0.8550000190734863","0.8550000190734863","894.5","894","895","0.4768356680870056","0.4768356680870056","0.4768356680870056","0.41749998927116394","0.41749998927116394","0.41749998927116394","894.5","894","895","0.41739511489868164","0.41739511489868164","0.41739511489868164"
"448","0.8374999761581421","0.8374999761581421","0.8374999761581421","896.5","896","897","0.4777098000049591","0.4777098000049591","0.4777098000049591","0.3824999928474426","0.3824999928474426","0.3824999928474426","896.5","896","897","0.42395105957984924","0.42395105957984924","0.42395105957984924"
"449","0.8500000238418579","0.8500000238418579","0.8500000238418579","898.5","898","899","0.4763985872268677","0.4763985872268677","0.4763985872268677","0.3675000071525574","0.3675000071525574","0.3675000071525574","898.5","898","899","0.4243881106376648","0.4243881106376648","0.4243881106376648"
"450","0.8374999761581421","0.8374999761581421","0.8374999761581421","900.5","900","901","0.4785839021205902","0.4785839021205902","0.4785839021205902","0.39500001072883606","0.39500001072883606","0.39500001072883606","900.5","900","901","0.4226398468017578","0.4226398468017578","0.4226398468017578"
"451","0.8450000286102295","0.8450000286102295","0.8450000286102295","902.5","902","903","0.4777098000049591","0.4777098000049591","0.4777098000049591","0.4050000011920929","0.4050000011920929","0.4050000011920929","902.5","902","903","0.4243881106376648","0.4243881106376648","0.4243881106376648"
"452","0.8450000286102295","0.8450000286102295","0.8450000286102295","904.5","904","905","0.47814685106277466","0.47814685106277466","0.47814685106277466","0.39250001311302185","0.39250001311302185","0.39250001311302185","904.5","904","905","0.4291957914829254","0.4291957914829254","0.4291957914829254"
"453","0.8525000214576721","0.8525000214576721","0.8525000214576721","906.5","906","907","0.47508740425109863","0.47508740425109863","0.47508740425109863","0.4099999964237213","0.4099999964237213","0.4099999964237213","906.5","906","907","0.42482516169548035","0.42482516169548035","0.42482516169548035"
"454","0.862500011920929","0.862500011920929","0.862500011920929","908.5","908","909","0.47814685106277466","0.47814685106277466","0.47814685106277466","0.3799999952316284","0.3799999952316284","0.3799999952316284","908.5","908","909","0.42395105957984924","0.42395105957984924","0.42395105957984924"
"455","0.862500011920929","0.862500011920929","0.862500011920929","910.5","910","911","0.4755244851112366","0.4755244851112366","0.4755244851112366","0.39500001072883606","0.39500001072883606","0.39500001072883606","910.5","910","911","0.43312937021255493","0.43312937021255493","0.43312937021255493"
"456","0.8475000262260437","0.8475000262260437","0.8475000262260437","912.5","912","913","0.4785839021205902","0.4785839021205902","0.4785839021205902","0.39750000834465027","0.39750000834465027","0.39750000834465027","912.5","912","913","0.4309440553188324","0.4309440553188324","0.4309440553188324"
"457","0.8475000262260437","0.8475000262260437","0.8475000262260437","914.5","914","915","0.47989511489868164","0.47989511489868164","0.47989511489868164","0.41999998688697815","0.41999998688697815","0.41999998688697815","914.5","914","915","0.4300699234008789","0.4300699234008789","0.4300699234008789"
"458","0.8500000238418579","0.8500000238418579","0.8500000238418579","916.5","916","917","0.4820804297924042","0.4820804297924042","0.4820804297924042","0.39250001311302185","0.39250001311302185","0.39250001311302185","916.5","916","917","0.4270104765892029","0.4270104765892029","0.4270104765892029"
"459","0.8450000286102295","0.8450000286102295","0.8450000286102295","918.5","918","919","0.4803321659564972","0.4803321659564972","0.4803321659564972","0.41499999165534973","0.41499999165534973","0.41499999165534973","918.5","918","919","0.42569929361343384","0.42569929361343384","0.42569929361343384"
"460","0.8725000023841858","0.8725000023841858","0.8725000023841858","920.5","920","921","0.47989511489868164","0.47989511489868164","0.47989511489868164","0.4000000059604645","0.4000000059604645","0.4000000059604645","920.5","920","921","0.42482516169548035","0.42482516169548035","0.42482516169548035"
"461","0.8550000190734863","0.8550000190734863","0.8550000190734863","922.5","922","923","0.4825174808502197","0.4825174808502197","0.4825174808502197","0.39250001311302185","0.39250001311302185","0.39250001311302185","922.5","922","923","0.42875874042510986","0.42875874042510986","0.42875874042510986"
"462","0.8550000190734863","0.8550000190734863","0.8550000190734863","924.5","924","925","0.4777098000049591","0.4777098000049591","0.4777098000049591","0.4025000035762787","0.4025000035762787","0.4025000035762787","924.5","924","925","0.4274475574493408","0.4274475574493408","0.4274475574493408"
"463","0.862500011920929","0.862500011920929","0.862500011920929","926.5","926","927","0.4763985872268677","0.4763985872268677","0.4763985872268677","0.45249998569488525","0.45249998569488525","0.45249998569488525","926.5","926","927","0.42788460850715637","0.42788460850715637","0.42788460850715637"
"464","0.8550000190734863","0.8550000190734863","0.8550000190734863","928.5","928","929","0.4803321659564972","0.4803321659564972","0.4803321659564972","0.38749998807907104","0.38749998807907104","0.38749998807907104","928.5","928","929","0.4318181872367859","0.4318181872367859","0.4318181872367859"
"465","0.8500000238418579","0.8500000238418579","0.8500000238418579","930.5","930","931","0.47902098298072815","0.47902098298072815","0.47902098298072815","0.39500001072883606","0.39500001072883606","0.39500001072883606","930.5","930","931","0.42307692766189575","0.42307692766189575","0.42307692766189575"
"466","0.8450000286102295","0.8450000286102295","0.8450000286102295","932.5","932","933","0.4794580340385437","0.4794580340385437","0.4794580340385437","0.4050000011920929","0.4050000011920929","0.4050000011920929","932.5","932","933","0.4326923191547394","0.4326923191547394","0.4326923191547394"
"467","0.8525000214576721","0.8525000214576721","0.8525000214576721","934.5","934","935","0.4825174808502197","0.4825174808502197","0.4825174808502197","0.41749998927116394","0.41749998927116394","0.41749998927116394","934.5","934","935","0.4291957914829254","0.4291957914829254","0.4291957914829254"
"468","0.8600000143051147","0.8600000143051147","0.8600000143051147","936.5","936","937","0.48645105957984924","0.48645105957984924","0.48645105957984924","0.4025000035762787","0.4025000035762787","0.4025000035762787","936.5","936","937","0.42482516169548035","0.42482516169548035","0.42482516169548035"
"469","0.8475000262260437","0.8475000262260437","0.8475000262260437","938.5","938","939","0.4868881106376648","0.4868881106376648","0.4868881106376648","0.4300000071525574","0.4300000071525574","0.4300000071525574","938.5","938","939","0.4208916127681732","0.4208916127681732","0.4208916127681732"
"470","0.8525000214576721","0.8525000214576721","0.8525000214576721","940.5","940","941","0.48164334893226624","0.48164334893226624","0.48164334893226624","0.38749998807907104","0.38749998807907104","0.38749998807907104","940.5","940","941","0.4261363744735718","0.4261363744735718","0.4261363744735718"
"471","0.8424999713897705","0.8424999713897705","0.8424999713897705","942.5","942","943","0.48382866382598877","0.48382866382598877","0.48382866382598877","0.39250001311302185","0.39250001311302185","0.39250001311302185","942.5","942","943","0.42482516169548035","0.42482516169548035","0.42482516169548035"
"472","0.875","0.875","0.875","944.5","944","945","0.48470279574394226","0.48470279574394226","0.48470279574394226","0.36500000953674316","0.36500000953674316","0.36500000953674316","944.5","944","945","0.4283216893672943","0.4283216893672943","0.4283216893672943"
"473","0.8575000166893005","0.8575000166893005","0.8575000166893005","946.5","946","947","0.4868881106376648","0.4868881106376648","0.4868881106376648","0.41749998927116394","0.41749998927116394","0.41749998927116394","946.5","946","947","0.42657342553138733","0.42657342553138733","0.42657342553138733"
"474","0.8525000214576721","0.8525000214576721","0.8525000214576721","948.5","948","949","0.48819929361343384","0.48819929361343384","0.48819929361343384","0.39500001072883606","0.39500001072883606","0.39500001072883606","948.5","948","949","0.42963287234306335","0.42963287234306335","0.42963287234306335"
"475","0.8700000047683716","0.8700000047683716","0.8700000047683716","950.5","950","951","0.48819929361343384","0.48819929361343384","0.48819929361343384","0.38999998569488525","0.38999998569488525","0.38999998569488525","950.5","950","951","0.42657342553138733","0.42657342553138733","0.42657342553138733"
"476","0.8675000071525574","0.8675000071525574","0.8675000071525574","952.5","952","953","0.48557692766189575","0.48557692766189575","0.48557692766189575","0.38999998569488525","0.38999998569488525","0.38999998569488525","952.5","952","953","0.4318181872367859","0.4318181872367859","0.4318181872367859"
"477","0.8650000095367432","0.8650000095367432","0.8650000095367432","954.5","954","955","0.48382866382598877","0.48382866382598877","0.48382866382598877","0.39750000834465027","0.39750000834465027","0.39750000834465027","954.5","954","955","0.42875874042510986","0.42875874042510986","0.42875874042510986"
"478","0.8550000190734863","0.8550000190734863","0.8550000190734863","956.5","956","957","0.4842657446861267","0.4842657446861267","0.4842657446861267","0.4124999940395355","0.4124999940395355","0.4124999940395355","956.5","956","957","0.43225523829460144","0.43225523829460144","0.43225523829460144"
"479","0.8525000214576721","0.8525000214576721","0.8525000214576721","958.5","958","959","0.48645105957984924","0.48645105957984924","0.48645105957984924","0.3774999976158142","0.3774999976158142","0.3774999976158142","958.5","958","959","0.42569929361343384","0.42569929361343384","0.42569929361343384"
"480","0.8550000190734863","0.8550000190734863","0.8550000190734863","960.5","960","961","0.4842657446861267","0.4842657446861267","0.4842657446861267","0.3824999928474426","0.3824999928474426","0.3824999928474426","960.5","960","961","0.42875874042510986","0.42875874042510986","0.42875874042510986"
"481","0.8575000166893005","0.8575000166893005","0.8575000166893005","962.5","962","963","0.49038460850715637","0.49038460850715637","0.49038460850715637","0.4050000011920929","0.4050000011920929","0.4050000011920929","962.5","962","963","0.43138110637664795","0.43138110637664795","0.43138110637664795"
"482","0.8725000023841858","0.8725000023841858","0.8725000023841858","964.5","964","965","0.4886363744735718","0.4886363744735718","0.4886363744735718","0.39750000834465027","0.39750000834465027","0.39750000834465027","964.5","964","965","0.42788460850715637","0.42788460850715637","0.42788460850715637"
"483","0.8600000143051147","0.8600000143051147","0.8600000143051147","966.5","966","967","0.48819929361343384","0.48819929361343384","0.48819929361343384","0.42500001192092896","0.42500001192092896","0.42500001192092896","966.5","966","967","0.4335664212703705","0.4335664212703705","0.4335664212703705"
"484","0.8550000190734863","0.8550000190734863","0.8550000190734863","968.5","968","969","0.48732516169548035","0.48732516169548035","0.48732516169548035","0.42250001430511475","0.42250001430511475","0.42250001430511475","968.5","968","969","0.4291957914829254","0.4291957914829254","0.4291957914829254"
"485","0.8575000166893005","0.8575000166893005","0.8575000166893005","970.5","970","971","0.48732516169548035","0.48732516169548035","0.48732516169548035","0.4074999988079071","0.4074999988079071","0.4074999988079071","970.5","970","971","0.43312937021255493","0.43312937021255493","0.43312937021255493"
"486","0.8600000143051147","0.8600000143051147","0.8600000143051147","972.5","972","973","0.48819929361343384","0.48819929361343384","0.48819929361343384","0.4099999964237213","0.4099999964237213","0.4099999964237213","972.5","972","973","0.4383741319179535","0.4383741319179535","0.4383741319179535"
"487","0.8700000047683716","0.8700000047683716","0.8700000047683716","974.5","974","975","0.49038460850715637","0.49038460850715637","0.49038460850715637","0.36250001192092896","0.36250001192092896","0.36250001192092896","974.5","974","975","0.43138110637664795","0.43138110637664795","0.43138110637664795"
"488","0.8600000143051147","0.8600000143051147","0.8600000143051147","976.5","976","977","0.4868881106376648","0.4868881106376648","0.4868881106376648","0.4124999940395355","0.4124999940395355","0.4124999940395355","976.5","976","977","0.4383741319179535","0.4383741319179535","0.4383741319179535"
"489","0.8675000071525574","0.8675000071525574","0.8675000071525574","978.5","978","979","0.4868881106376648","0.4868881106376648","0.4868881106376648","0.4325000047683716","0.4325000047683716","0.4325000047683716","978.5","978","979","0.4340035021305084","0.4340035021305084","0.4340035021305084"
"490","0.8675000071525574","0.8675000071525574","0.8675000071525574","980.5","980","981","0.4886363744735718","0.4886363744735718","0.4886363744735718","0.4424999952316284","0.4424999952316284","0.4424999952316284","980.5","980","981","0.4326923191547394","0.4326923191547394","0.4326923191547394"
"491","0.8675000071525574","0.8675000071525574","0.8675000071525574","982.5","982","983","0.4868881106376648","0.4868881106376648","0.4868881106376648","0.38999998569488525","0.38999998569488525","0.38999998569488525","982.5","982","983","0.43138110637664795","0.43138110637664795","0.43138110637664795"
"492","0.8600000143051147","0.8600000143051147","0.8600000143051147","984.5","984","985","0.4895104765892029","0.4895104765892029","0.4895104765892029","0.39750000834465027","0.39750000834465027","0.39750000834465027","984.5","984","985","0.43881118297576904","0.43881118297576904","0.43881118297576904"
"493","0.8675000071525574","0.8675000071525574","0.8675000071525574","986.5","986","987","0.4895104765892029","0.4895104765892029","0.4895104765892029","0.39750000834465027","0.39750000834465027","0.39750000834465027","986.5","986","987","0.435751736164093","0.435751736164093","0.435751736164093"
"494","0.8700000047683716","0.8700000047683716","0.8700000047683716","988.5","988","989","0.4886363744735718","0.4886363744735718","0.4886363744735718","0.4099999964237213","0.4099999964237213","0.4099999964237213","988.5","988","989","0.4335664212703705","0.4335664212703705","0.4335664212703705"
"495","0.8700000047683716","0.8700000047683716","0.8700000047683716","990.5","990","991","0.4899475574493408","0.4899475574493408","0.4899475574493408","0.4050000011920929","0.4050000011920929","0.4050000011920929","990.5","990","991","0.4340035021305084","0.4340035021305084","0.4340035021305084"
"496","0.8575000166893005","0.8575000166893005","0.8575000166893005","992.5","992","993","0.49300700426101685","0.49300700426101685","0.49300700426101685","0.45500001311302185","0.45500001311302185","0.45500001311302185","992.5","992","993","0.4409964978694916","0.4409964978694916","0.4409964978694916"
"497","0.8774999976158142","0.8774999976158142","0.8774999976158142","994.5","994","995","0.4895104765892029","0.4895104765892029","0.4895104765892029","0.4124999940395355","0.4124999940395355","0.4124999940395355","994.5","994","995","0.4440559446811676","0.4440559446811676","0.4440559446811676"
"498","0.8675000071525574","0.8675000071525574","0.8675000071525574","996.5","996","997","0.49213287234306335","0.49213287234306335","0.49213287234306335","0.38999998569488525","0.38999998569488525","0.38999998569488525","996.5","996","997","0.44624125957489014","0.44624125957489014","0.44624125957489014"
"499","0.8700000047683716","0.8700000047683716","0.8700000047683716","998.5","998","999","0.49388110637664795","0.49388110637664795","0.49388110637664795","0.4449999928474426","0.4449999928474426","0.4449999928474426","998.5","998","999","0.4401223659515381","0.4401223659515381","0.4401223659515381"
"500","","","","","","","","","","0.45500001311302185","0.45500001311302185","0.45500001311302185","1000.5","1000","1001","0.4375","0.4375","0.4375"
"501","","","","","","","","","","0.4124999940395355","0.4124999940395355","0.4124999940395355","1002.5","1002","1003","0.4401223659515381","0.4401223659515381","0.4401223659515381"
"502","","","","","","","","","","0.4424999952316284","0.4424999952316284","0.4424999952316284","1004.5","1004","1005","0.4449300765991211","0.4449300765991211","0.4449300765991211"
"503","","","","","","","","","","0.41999998688697815","0.41999998688697815","0.41999998688697815","1006.5","1006","1007","0.4449300765991211","0.4449300765991211","0.4449300765991211"
"504","","","","","","","","","","0.4325000047683716","0.4325000047683716","0.4325000047683716","1008.5","1008","1009","0.4475524425506592","0.4475524425506592","0.4475524425506592"
"505","","","","","","","","","","0.4350000023841858","0.4350000023841858","0.4350000023841858","1010.5","1010","1011","0.4440559446811676","0.4440559446811676","0.4440559446811676"
"506","","","","","","","","","","0.4124999940395355","0.4124999940395355","0.4124999940395355","1012.5","1012","1013","0.4458042085170746","0.4458042085170746","0.4458042085170746"
"507","","","","","","","","","","0.42250001430511475","0.42250001430511475","0.42250001430511475","1014.5","1014","1015","0.4488636255264282","0.4488636255264282","0.4488636255264282"
"508","","","","","","","","","","0.4074999988079071","0.4074999988079071","0.4074999988079071","1016.5","1016","1017","0.44449299573898315","0.44449299573898315","0.44449299573898315"
"509","","","","","","","","","","0.4000000059604645","0.4000000059604645","0.4000000059604645","1018.5","1018","1019","0.4506118893623352","0.4506118893623352","0.4506118893623352"
"510","","","","","","","","","","0.4025000035762787","0.4025000035762787","0.4025000035762787","1020.5","1020","1021","0.4479895234107971","0.4479895234107971","0.4479895234107971"
"511","","","","","","","","","","0.36500000953674316","0.36500000953674316","0.36500000953674316","1022.5","1022","1023","0.4458042085170746","0.4458042085170746","0.4458042085170746"
"512","","","","","","","","","","0.39250001311302185","0.39250001311302185","0.39250001311302185","1024.5","1024","1025","0.4523601531982422","0.4523601531982422","0.4523601531982422"
"513","","","","","","","","","","0.38999998569488525","0.38999998569488525","0.38999998569488525","1026.5","1026","1027","0.4449300765991211","0.4449300765991211","0.4449300765991211"
"514","","","","","","","","","","0.3725000023841858","0.3725000023841858","0.3725000023841858","1028.5","1028","1029","0.4458042085170746","0.4458042085170746","0.4458042085170746"
"515","","","","","","","","","","0.3799999952316284","0.3799999952316284","0.3799999952316284","1030.5","1030","1031","0.4431818127632141","0.4431818127632141","0.4431818127632141"
"516","","","","","","","","","","0.36500000953674316","0.36500000953674316","0.36500000953674316","1032.5","1032","1033","0.44536712765693665","0.44536712765693665","0.44536712765693665"
"517","","","","","","","","","","0.41749998927116394","0.41749998927116394","0.41749998927116394","1034.5","1034","1035","0.440559446811676","0.440559446811676","0.440559446811676"
"518","","","","","","","","","","0.4124999940395355","0.4124999940395355","0.4124999940395355","1036.5","1036","1037","0.4383741319179535","0.4383741319179535","0.4383741319179535"
"519","","","","","","","","","","0.3799999952316284","0.3799999952316284","0.3799999952316284","1038.5","1038","1039","0.43312937021255493","0.43312937021255493","0.43312937021255493"
"520","","","","","","","","","","0.4074999988079071","0.4074999988079071","0.4074999988079071","1040.5","1040","1041","0.4326923191547394","0.4326923191547394","0.4326923191547394"
"521","","","","","","","","","","0.3799999952316284","0.3799999952316284","0.3799999952316284","1042.5","1042","1043","0.44449299573898315","0.44449299573898315","0.44449299573898315"
"522","","","","","","","","","","0.38999998569488525","0.38999998569488525","0.38999998569488525","1044.5","1044","1045","0.4449300765991211","0.4449300765991211","0.4449300765991211"
"523","","","","","","","","","","0.3824999928474426","0.3824999928474426","0.3824999928474426","1046.5","1046","1047","0.4488636255264282","0.4488636255264282","0.4488636255264282"
"524","","","","","","","","","","0.41499999165534973","0.41499999165534973","0.41499999165534973","1048.5","1048","1049","0.4431818127632141","0.4431818127632141","0.4431818127632141"
"525","","","","","","","","","","0.4025000035762787","0.4025000035762787","0.4025000035762787","1050.5","1050","1051","0.440559446811676","0.440559446811676","0.440559446811676"
"526","","","","","","","","","","0.4424999952316284","0.4424999952316284","0.4424999952316284","1052.5","1052","1053","0.43968531489372253","0.43968531489372253","0.43968531489372253"
"527","","","","","","","","","","0.35499998927116394","0.35499998927116394","0.35499998927116394","1054.5","1054","1055","0.44274476170539856","0.44274476170539856","0.44274476170539856"
"528","","","","","","","","","","0.41499999165534973","0.41499999165534973","0.41499999165534973","1056.5","1056","1057","0.4414335787296295","0.4414335787296295","0.4414335787296295"
"529","","","","","","","","","","0.4650000035762787","0.4650000035762787","0.4650000035762787","1058.5","1058","1059","0.4475524425506592","0.4475524425506592","0.4475524425506592"
"530","","","","","","","","","","0.41499999165534973","0.41499999165534973","0.41499999165534973","1060.5","1060","1061","0.4458042085170746","0.4458042085170746","0.4458042085170746"
"531","","","","","","","","","","0.39250001311302185","0.39250001311302185","0.39250001311302185","1062.5","1062","1063","0.44624125957489014","0.44624125957489014","0.44624125957489014"
"532","","","","","","","","","","0.4350000023841858","0.4350000023841858","0.4350000023841858","1064.5","1064","1065","0.4523601531982422","0.4523601531982422","0.4523601531982422"
"533","","","","","","","","","","0.42750000953674316","0.42750000953674316","0.42750000953674316","1066.5","1066","1067","0.4628496468067169","0.4628496468067169","0.4628496468067169"
"534","","","","","","","","","","0.41999998688697815","0.41999998688697815","0.41999998688697815","1068.5","1068","1069","0.4580419659614563","0.4580419659614563","0.4580419659614563"
"535","","","","","","","","","","0.45500001311302185","0.45500001311302185","0.45500001311302185","1070.5","1070","1071","0.4619755148887634","0.4619755148887634","0.4619755148887634"
"536","","","","","","","","","","0.4074999988079071","0.4074999988079071","0.4074999988079071","1072.5","1072","1073","0.4554195702075958","0.4554195702075958","0.4554195702075958"
"537","","","","","","","","","","0.4025000035762787","0.4025000035762787","0.4025000035762787","1074.5","1074","1075","0.44449299573898315","0.44449299573898315","0.44449299573898315"
"538","","","","","","","","","","0.42750000953674316","0.42750000953674316","0.42750000953674316","1076.5","1076","1077","0.4532342553138733","0.4532342553138733","0.4532342553138733"
"539","","","","","","","","","","0.4000000059604645","0.4000000059604645","0.4000000059604645","1078.5","1078","1079","0.45847901701927185","0.45847901701927185","0.45847901701927185"
"540","","","","","","","","","","0.42250001430511475","0.42250001430511475","0.42250001430511475","1080.5","1080","1081","0.4549825191497803","0.4549825191497803","0.4549825191497803"
"541","","","","","","","","","","0.39500001072883606","0.39500001072883606","0.39500001072883606","1082.5","1082","1083","0.45760488510131836","0.45760488510131836","0.45760488510131836"
"542","","","","","","","","","","0.4124999940395355","0.4124999940395355","0.4124999940395355","1084.5","1084","1085","0.4541083872318268","0.4541083872318268","0.4541083872318268"
"543","","","","","","","","","","0.3774999976158142","0.3774999976158142","0.3774999976158142","1086.5","1086","1087","0.4606643319129944","0.4606643319129944","0.4606643319129944"
"544","","","","","","","","","","0.4449999928474426","0.4449999928474426","0.4449999928474426","1088.5","1088","1089","0.4506118893623352","0.4506118893623352","0.4506118893623352"
"545","","","","","","","","","","0.4000000059604645","0.4000000059604645","0.4000000059604645","1090.5","1090","1091","0.4532342553138733","0.4532342553138733","0.4532342553138733"
"546","","","","","","","","","","0.4350000023841858","0.4350000023841858","0.4350000023841858","1092.5","1092","1093","0.4589160978794098","0.4589160978794098","0.4589160978794098"
"547","","","","","","","","","","0.42500001192092896","0.42500001192092896","0.42500001192092896","1094.5","1094","1095","0.4554195702075958","0.4554195702075958","0.4554195702075958"
"548","","","","","","","","","","0.4050000011920929","0.4050000011920929","0.4050000011920929","1096.5","1096","1097","0.4532342553138733","0.4532342553138733","0.4532342553138733"
"549","","","","","","","","","","0.4099999964237213","0.4099999964237213","0.4099999964237213","1098.5","1098","1099","0.4562937021255493","0.4562937021255493","0.4562937021255493"
"550","","","","","","","","","","0.41749998927116394","0.41749998927116394","0.41749998927116394","1100.5","1100","1101","0.4554195702075958","0.4554195702075958","0.4554195702075958"
"551","","","","","","","","","","0.4350000023841858","0.4350000023841858","0.4350000023841858","1102.5","1102","1103","0.4497377574443817","0.4497377574443817","0.4497377574443817"
"552","","","","","","","","","","0.4074999988079071","0.4074999988079071","0.4074999988079071","1104.5","1104","1105","0.45760488510131836","0.45760488510131836","0.45760488510131836"
"553","","","","","","","","","","0.4325000047683716","0.4325000047683716","0.4325000047683716","1106.5","1106","1107","0.46241259574890137","0.46241259574890137","0.46241259574890137"
"554","","","","","","","","","","0.42750000953674316","0.42750000953674316","0.42750000953674316","1108.5","1108","1109","0.45935314893722534","0.45935314893722534","0.45935314893722534"
"555","","","","","","","","","","0.45249998569488525","0.45249998569488525","0.45249998569488525","1110.5","1110","1111","0.4628496468067169","0.4628496468067169","0.4628496468067169"
"556","","","","","","","","","","0.4300000071525574","0.4300000071525574","0.4300000071525574","1112.5","1112","1113","0.4597901999950409","0.4597901999950409","0.4597901999950409"
"557","","","","","","","","","","0.42750000953674316","0.42750000953674316","0.42750000953674316","1114.5","1114","1115","0.46241259574890137","0.46241259574890137","0.46241259574890137"
"558","","","","","","","","","","0.4099999964237213","0.4099999964237213","0.4099999964237213","1116.5","1116","1117","0.46241259574890137","0.46241259574890137","0.46241259574890137"
"559","","","","","","","","","","0.4300000071525574","0.4300000071525574","0.4300000071525574","1118.5","1118","1119","0.4597901999950409","0.4597901999950409","0.4597901999950409"
"560","","","","","","","","","","0.45500001311302185","0.45500001311302185","0.45500001311302185","1120.5","1120","1121","0.4619755148887634","0.4619755148887634","0.4619755148887634"
"561","","","","","","","","","","0.4124999940395355","0.4124999940395355","0.4124999940395355","1122.5","1122","1123","0.46241259574890137","0.46241259574890137","0.46241259574890137"
"562","","","","","","","","","","0.41499999165534973","0.41499999165534973","0.41499999165534973","1124.5","1124","1125","0.44711539149284363","0.44711539149284363","0.44711539149284363"
"563","","","","","","","","","","0.4325000047683716","0.4325000047683716","0.4325000047683716","1126.5","1126","1127","0.45585665106773376","0.45585665106773376","0.45585665106773376"
"564","","","","","","","","","","0.42750000953674316","0.42750000953674316","0.42750000953674316","1128.5","1128","1129","0.46241259574890137","0.46241259574890137","0.46241259574890137"
"565","","","","","","","","","","0.4300000071525574","0.4300000071525574","0.4300000071525574","1130.5","1130","1131","0.4554195702075958","0.4554195702075958","0.4554195702075958"
"566","","","","","","","","","","0.4749999940395355","0.4749999940395355","0.4749999940395355","1132.5","1132","1133","0.46896854043006897","0.46896854043006897","0.46896854043006897"
"567","","","","","","","","","","0.4099999964237213","0.4099999964237213","0.4099999964237213","1134.5","1134","1135","0.47246503829956055","0.47246503829956055","0.47246503829956055"
"568","","","","","","","","","","0.45249998569488525","0.45249998569488525","0.45249998569488525","1136.5","1136","1137","0.4680944085121155","0.4680944085121155","0.4680944085121155"
"569","","","","","","","","","","0.42500001192092896","0.42500001192092896","0.42500001192092896","1138.5","1138","1139","0.4663461446762085","0.4663461446762085","0.4663461446762085"
"570","","","","","","","","","","0.4074999988079071","0.4074999988079071","0.4074999988079071","1140.5","1140","1141","0.4637237787246704","0.4637237787246704","0.4637237787246704"
