"epoch","Test all epochs - train_acc","Test all epochs - train_acc__MIN","Test all epochs - train_acc__MAX","Test all epochs - _step","Test all epochs - _step__MIN","Test all epochs - _step__MAX","Test all epochs - test_acc","Test all epochs - test_acc__MIN","Test all epochs - test_acc__MAX","All epochs with augmentation - train_acc","All epochs with augmentation - train_acc__MIN","All epochs with augmentation - train_acc__MAX","All epochs with augmentation - _step","All epochs with augmentation - _step__MIN","All epochs with augmentation - _step__MAX","All epochs with augmentation - test_acc","All epochs with augmentation - test_acc__MIN","All epochs with augmentation - test_acc__MAX"
"571","","","","","","","","","","0.4424999952316284","0.4424999952316284","0.4424999952316284","1142.5","1142","1143","0.4663461446762085","0.4663461446762085","0.4663461446762085"
"572","","","","","","","","","","0.45750001072883606","0.45750001072883606","0.45750001072883606","1144.5","1144","1145","0.4571678340435028","0.4571678340435028","0.4571678340435028"
"573","","","","","","","","","","0.4025000035762787","0.4025000035762787","0.4025000035762787","1146.5","1146","1147","0.4711538553237915","0.4711538553237915","0.4711538553237915"
"574","","","","","","","","","","0.45249998569488525","0.45249998569488525","0.45249998569488525","1148.5","1148","1149","0.4711538553237915","0.4711538553237915","0.4711538553237915"
"575","","","","","","","","","","0.42750000953674316","0.42750000953674316","0.42750000953674316","1150.5","1150","1151","0.47071677446365356","0.47071677446365356","0.47071677446365356"
"576","","","","","","","","","","0.4350000023841858","0.4350000023841858","0.4350000023841858","1152.5","1152","1153","0.4611014127731323","0.4611014127731323","0.4611014127731323"
"577","","","","","","","","","","0.39250001311302185","0.39250001311302185","0.39250001311302185","1154.5","1154","1155","0.4597901999950409","0.4597901999950409","0.4597901999950409"
"578","","","","","","","","","","0.41999998688697815","0.41999998688697815","0.41999998688697815","1156.5","1156","1157","0.4637237787246704","0.4637237787246704","0.4637237787246704"
"579","","","","","","","","","","0.41499999165534973","0.41499999165534973","0.41499999165534973","1158.5","1158","1159","0.4676573574542999","0.4676573574542999","0.4676573574542999"
"580","","","","","","","","","","0.4724999964237213","0.4724999964237213","0.4724999964237213","1160.5","1160","1161","0.4720279574394226","0.4720279574394226","0.4720279574394226"
"581","","","","","","","","","","0.4675000011920929","0.4675000011920929","0.4675000011920929","1162.5","1162","1163","0.46853145956993103","0.46853145956993103","0.46853145956993103"
"582","","","","","","","","","","0.44749999046325684","0.44749999046325684","0.44749999046325684","1164.5","1164","1165","0.46853145956993103","0.46853145956993103","0.46853145956993103"
"583","","","","","","","","","","0.41499999165534973","0.41499999165534973","0.41499999165534973","1166.5","1166","1167","0.4680944085121155","0.4680944085121155","0.4680944085121155"
"584","","","","","","","","","","0.4699999988079071","0.4699999988079071","0.4699999988079071","1168.5","1168","1169","0.470279723405838","0.470279723405838","0.470279723405838"
"585","","","","","","","","","","0.4300000071525574","0.4300000071525574","0.4300000071525574","1170.5","1170","1171","0.4663461446762085","0.4663461446762085","0.4663461446762085"
"586","","","","","","","","","","0.41499999165534973","0.41499999165534973","0.41499999165534973","1172.5","1172","1173","0.4720279574394226","0.4720279574394226","0.4720279574394226"
"587","","","","","","","","","","0.4375","0.4375","0.4375","1174.5","1174","1175","0.4637237787246704","0.4637237787246704","0.4637237787246704"
"588","","","","","","","","","","0.4449999928474426","0.4449999928474426","0.4449999928474426","1176.5","1176","1177","0.46503496170043945","0.46503496170043945","0.46503496170043945"
"589","","","","","","","","","","0.44749999046325684","0.44749999046325684","0.44749999046325684","1178.5","1178","1179","0.4637237787246704","0.4637237787246704","0.4637237787246704"
"590","","","","","","","","","","0.4350000023841858","0.4350000023841858","0.4350000023841858","1180.5","1180","1181","0.46590909361839294","0.46590909361839294","0.46590909361839294"
"591","","","","","","","","","","0.42250001430511475","0.42250001430511475","0.42250001430511475","1182.5","1182","1183","0.46503496170043945","0.46503496170043945","0.46503496170043945"
"592","","","","","","","","","","0.41999998688697815","0.41999998688697815","0.41999998688697815","1184.5","1184","1185","0.4676573574542999","0.4676573574542999","0.4676573574542999"
"593","","","","","","","","","","0.45750001072883606","0.45750001072883606","0.45750001072883606","1186.5","1186","1187","0.4654720425605774","0.4654720425605774","0.4654720425605774"
"594","","","","","","","","","","0.4375","0.4375","0.4375","1188.5","1188","1189","0.4698426425457001","0.4698426425457001","0.4698426425457001"
"595","","","","","","","","","","0.4350000023841858","0.4350000023841858","0.4350000023841858","1190.5","1190","1191","0.4729020893573761","0.4729020893573761","0.4729020893573761"
"596","","","","","","","","","","0.4099999964237213","0.4099999964237213","0.4099999964237213","1192.5","1192","1193","0.47246503829956055","0.47246503829956055","0.47246503829956055"
"597","","","","","","","","","","0.41499999165534973","0.41499999165534973","0.41499999165534973","1194.5","1194","1195","0.4645979106426239","0.4645979106426239","0.4645979106426239"
"598","","","","","","","","","","0.4325000047683716","0.4325000047683716","0.4325000047683716","1196.5","1196","1197","0.4654720425605774","0.4654720425605774","0.4654720425605774"
"599","","","","","","","","","","0.4399999976158142","0.4399999976158142","0.4399999976158142","1198.5","1198","1199","0.4645979106426239","0.4645979106426239","0.4645979106426239"
"600","","","","","","","","","","0.41999998688697815","0.41999998688697815","0.41999998688697815","1200.5","1200","1201","0.4645979106426239","0.4645979106426239","0.4645979106426239"
"601","","","","","","","","","","0.45249998569488525","0.45249998569488525","0.45249998569488525","1202.5","1202","1203","0.47071677446365356","0.47071677446365356","0.47071677446365356"
"602","","","","","","","","","","0.4325000047683716","0.4325000047683716","0.4325000047683716","1204.5","1204","1205","0.4720279574394226","0.4720279574394226","0.4720279574394226"
"603","","","","","","","","","","0.45500001311302185","0.45500001311302185","0.45500001311302185","1206.5","1206","1207","0.47508740425109863","0.47508740425109863","0.47508740425109863"
"604","","","","","","","","","","0.44749999046325684","0.44749999046325684","0.44749999046325684","1208.5","1208","1209","0.4759615361690521","0.4759615361690521","0.4759615361690521"
"605","","","","","","","","","","0.45750001072883606","0.45750001072883606","0.45750001072883606","1210.5","1210","1211","0.4720279574394226","0.4720279574394226","0.4720279574394226"
"606","","","","","","","","","","0.48500001430511475","0.48500001430511475","0.48500001430511475","1212.5","1212","1213","0.4746503531932831","0.4746503531932831","0.4746503531932831"
"607","","","","","","","","","","0.4625000059604645","0.4625000059604645","0.4625000059604645","1214.5","1214","1215","0.47508740425109863","0.47508740425109863","0.47508740425109863"
"608","","","","","","","","","","0.4399999976158142","0.4399999976158142","0.4399999976158142","1216.5","1216","1217","0.4768356680870056","0.4768356680870056","0.4768356680870056"
"609","","","","","","","","","","0.41749998927116394","0.41749998927116394","0.41749998927116394","1218.5","1218","1219","0.4759615361690521","0.4759615361690521","0.4759615361690521"
"610","","","","","","","","","","0.4675000011920929","0.4675000011920929","0.4675000011920929","1220.5","1220","1221","0.4763985872268677","0.4763985872268677","0.4763985872268677"
"611","","","","","","","","","","0.44749999046325684","0.44749999046325684","0.44749999046325684","1222.5","1222","1223","0.470279723405838","0.470279723405838","0.470279723405838"
"612","","","","","","","","","","0.42250001430511475","0.42250001430511475","0.42250001430511475","1224.5","1224","1225","0.4711538553237915","0.4711538553237915","0.4711538553237915"
"613","","","","","","","","","","0.41999998688697815","0.41999998688697815","0.41999998688697815","1226.5","1226","1227","0.4720279574394226","0.4720279574394226","0.4720279574394226"
"614","","","","","","","","","","0.4050000011920929","0.4050000011920929","0.4050000011920929","1228.5","1228","1229","0.470279723405838","0.470279723405838","0.470279723405838"
"615","","","","","","","","","","0.41499999165534973","0.41499999165534973","0.41499999165534973","1230.5","1230","1231","0.4737762212753296","0.4737762212753296","0.4737762212753296"
"616","","","","","","","","","","0.39750000834465027","0.39750000834465027","0.39750000834465027","1232.5","1232","1233","0.4777098000049591","0.4777098000049591","0.4777098000049591"
"617","","","","","","","","","","0.4675000011920929","0.4675000011920929","0.4675000011920929","1234.5","1234","1235","0.4729020893573761","0.4729020893573761","0.4729020893573761"
"618","","","","","","","","","","0.4625000059604645","0.4625000059604645","0.4625000059604645","1236.5","1236","1237","0.47333917021751404","0.47333917021751404","0.47333917021751404"
"619","","","","","","","","","","0.4399999976158142","0.4399999976158142","0.4399999976158142","1238.5","1238","1239","0.4777098000049591","0.4777098000049591","0.4777098000049591"
"620","","","","","","","","","","0.42250001430511475","0.42250001430511475","0.42250001430511475","1240.5","1240","1241","0.4812062978744507","0.4812062978744507","0.4812062978744507"
"621","","","","","","","","","","0.4074999988079071","0.4074999988079071","0.4074999988079071","1242.5","1242","1243","0.4794580340385437","0.4794580340385437","0.4794580340385437"
"622","","","","","","","","","","0.4300000071525574","0.4300000071525574","0.4300000071525574","1244.5","1244","1245","0.48076921701431274","0.48076921701431274","0.48076921701431274"
"623","","","","","","","","","","0.42500001192092896","0.42500001192092896","0.42500001192092896","1246.5","1246","1247","0.47508740425109863","0.47508740425109863","0.47508740425109863"
"624","","","","","","","","","","0.39750000834465027","0.39750000834465027","0.39750000834465027","1248.5","1248","1249","0.4794580340385437","0.4794580340385437","0.4794580340385437"
"625","","","","","","","","","","0.42750000953674316","0.42750000953674316","0.42750000953674316","1250.5","1250","1251","0.47814685106277466","0.47814685106277466","0.47814685106277466"
"626","","","","","","","","","","0.4300000071525574","0.4300000071525574","0.4300000071525574","1252.5","1252","1253","0.48076921701431274","0.48076921701431274","0.48076921701431274"
"627","","","","","","","","","","0.4399999976158142","0.4399999976158142","0.4399999976158142","1254.5","1254","1255","0.4711538553237915","0.4711538553237915","0.4711538553237915"
"628","","","","","","","","","","0.4925000071525574","0.4925000071525574","0.4925000071525574","1256.5","1256","1257","0.4698426425457001","0.4698426425457001","0.4698426425457001"
"629","","","","","","","","","","0.4424999952316284","0.4424999952316284","0.4424999952316284","1258.5","1258","1259","0.4711538553237915","0.4711538553237915","0.4711538553237915"
"630","","","","","","","","","","0.4124999940395355","0.4124999940395355","0.4124999940395355","1260.5","1260","1261","0.4746503531932831","0.4746503531932831","0.4746503531932831"
"631","","","","","","","","","","0.48750001192092896","0.48750001192092896","0.48750001192092896","1262.5","1262","1263","0.47508740425109863","0.47508740425109863","0.47508740425109863"
"632","","","","","","","","","","0.4399999976158142","0.4399999976158142","0.4399999976158142","1264.5","1264","1265","0.48164334893226624","0.48164334893226624","0.48164334893226624"
"633","","","","","","","","","","0.42750000953674316","0.42750000953674316","0.42750000953674316","1266.5","1266","1267","0.4820804297924042","0.4820804297924042","0.4820804297924042"
"634","","","","","","","","","","0.4675000011920929","0.4675000011920929","0.4675000011920929","1268.5","1268","1269","0.48470279574394226","0.48470279574394226","0.48470279574394226"
"635","","","","","","","","","","0.42750000953674316","0.42750000953674316","0.42750000953674316","1270.5","1270","1271","0.4812062978744507","0.4812062978744507","0.4812062978744507"
"636","","","","","","","","","","0.4350000023841858","0.4350000023841858","0.4350000023841858","1272.5","1272","1273","0.48164334893226624","0.48164334893226624","0.48164334893226624"
"637","","","","","","","","","","0.4350000023841858","0.4350000023841858","0.4350000023841858","1274.5","1274","1275","0.4829545319080353","0.4829545319080353","0.4829545319080353"
"638","","","","","","","","","","0.4699999988079071","0.4699999988079071","0.4699999988079071","1276.5","1276","1277","0.4755244851112366","0.4755244851112366","0.4755244851112366"
"639","","","","","","","","","","0.4375","0.4375","0.4375","1278.5","1278","1279","0.4729020893573761","0.4729020893573761","0.4729020893573761"
"640","","","","","","","","","","0.4424999952316284","0.4424999952316284","0.4424999952316284","1280.5","1280","1281","0.47508740425109863","0.47508740425109863","0.47508740425109863"
